repetition,num_actions,occurrence_ratio,conflct_ratio,time_performance,makespan,total_waiting_time,total_flow_time
3,500,1,0.9,15349.600333333334,466.0,116812.0,117311.0
4,500,1,0.9,14779.271999999999,452.0,111197.0,111696.0
5,500,1,0.9,15164.877,454.0,113898.0,114397.0
6,500,1,0.9,15119.050000000001,460.0,114348.0,114847.0
7,500,1,0.9,15329.808666666666,463.0,115731.0,116230.0
8,500,1,0.9,14779.557333333332,446.0,111853.0,112352.0
9,500,1,0.9,15541.767666666667,451.0,112058.0,112557.0
10,500,1,0.9,15528.448666666669,441.0,110483.0,110982.0
1,500,1,0.91,15733.192333333334,464.0,113694.0,114193.0
2,500,1,0.91,15665.060666666666,464.0,116444.0,116943.0
3,500,1,0.91,15670.025333333333,468.0,115953.0,116452.0
4,500,1,0.91,15541.654333333334,468.0,117038.0,117537.0
5,500,1,0.91,15460.174333333334,468.0,115102.0,115601.0
6,500,1,0.91,15397.153666666667,461.0,114500.0,114999.0
7,500,1,0.91,16008.207333333334,463.0,115165.0,115664.0
8,500,1,0.91,15871.835,458.0,114480.0,114979.0
9,500,1,0.91,15154.928666666667,456.0,113449.0,113948.0
10,500,1,0.91,15492.728666666668,466.0,115769.0,116268.0
1,500,1,0.92,15053.330000000002,451.0,111349.0,111848.0
2,500,1,0.92,15534.866999999998,468.0,114519.0,115018.0
3,500,1,0.92,15308.842666666666,459.0,113383.0,113882.0
4,500,1,0.92,15547.333333333334,466.0,115649.0,116148.0
5,500,1,0.92,15600.159,469.0,115964.0,116463.0
6,500,1,0.92,15419.667666666666,465.0,114984.0,115483.0
7,500,1,0.92,15576.191666666666,464.0,116572.0,117071.0
8,500,1,0.92,15656.513666666666,466.0,114661.0,115160.0
9,500,1,0.92,15693.174333333334,468.0,116758.0,117257.0
10,500,1,0.92,15286.257,462.0,114688.0,115187.0
1,500,1,0.93,15616.487,463.0,114829.0,115328.0
2,500,1,0.93,15738.840666666665,469.0,116220.0,116719.0
3,500,1,0.93,15808.627,472.0,116598.0,117097.0
4,500,1,0.93,16153.309000000001,480.0,118735.0,119234.0
5,500,1,0.93,15585.714333333335,463.0,114694.0,115193.0
6,500,1,0.93,15996.966666666667,470.0,117836.0,118335.0
7,500,1,0.93,15718.167,469.0,116538.0,117037.0
8,500,1,0.93,15732.922333333334,468.0,116734.0,117233.0
9,500,1,0.93,15662.677000000001,470.0,115974.0,116473.0
10,500,1,0.93,15990.893000000002,474.0,118068.0,118567.0
1,500,1,0.94,16032.338333333333,473.0,117864.0,118363.0
2,500,1,0.94,16181.340333333334,477.0,118546.0,119045.0
3,500,1,0.94,16043.746666666668,476.0,117828.0,118327.0
4,500,1,0.94,15945.599333333332,467.0,116901.0,117400.0
5,500,1,0.94,15641.186,465.0,114935.0,115434.0
6,500,1,0.94,16027.691,473.0,117573.0,118072.0
7,500,1,0.94,15946.973666666667,473.0,117521.0,118020.0
8,500,1,0.94,16396.785333333333,479.0,119791.0,120290.0
9,500,1,0.94,16168.483333333332,474.0,118239.0,118738.0
10,500,1,0.94,15793.946666666665,469.0,116920.0,117419.0
1,500,1,0.95,16234.637,478.0,118963.0,119462.0
2,500,1,0.95,16034.574,467.0,116857.0,117356.0
3,500,1,0.95,16075.664333333332,471.0,117423.0,117922.0
4,500,1,0.95,15946.154333333332,467.0,115867.0,116366.0
5,500,1,0.95,16393.496,479.0,118527.0,119026.0
6,500,1,0.95,17165.164999999997,485.0,120879.0,121378.0
7,500,1,0.95,16803.413,480.0,117807.0,118306.0
8,500,1,0.95,17026.145666666667,477.0,118783.0,119282.0
9,500,1,0.95,16938.701333333334,473.0,118014.0,118513.0
10,500,1,0.95,16738.90966666667,471.0,115820.0,116319.0
1,500,1,0.96,16910.440666666665,479.0,118553.0,119052.0
2,500,1,0.96,16875.798333333332,474.0,116663.0,117162.0
3,500,1,0.96,17728.178,481.0,120380.0,120879.0
4,500,1,0.96,17367.507,485.0,120385.0,120884.0
5,500,1,0.96,17479.083,479.0,119314.0,119813.0
6,500,1,0.96,16784.557666666664,479.0,118899.0,119398.0
7,500,1,0.96,17566.543999999998,489.0,121452.0,121951.0
8,500,1,0.96,17675.951333333334,479.0,118247.0,118746.0
9,500,1,0.96,17347.307666666668,481.0,118262.0,118761.0
10,500,1,0.96,17581.161666666667,487.0,121045.0,121544.0
1,500,1,0.97,17334.403000000002,482.0,119355.0,119854.0
2,500,1,0.97,17469.976333333332,484.0,120569.0,121068.0
3,500,1,0.97,17139.111,487.0,121283.0,121782.0
4,500,1,0.97,17709.524666666664,488.0,121610.0,122109.0
5,500,1,0.97,17632.956000000002,487.0,120464.0,120963.0
6,500,1,0.97,18052.384666666665,489.0,121128.0,121627.0
7,500,1,0.97,17662.753,489.0,120712.0,121211.0
8,500,1,0.97,17798.7,492.0,121647.0,122146.0
9,500,1,0.97,16970.861999999997,479.0,119113.0,119612.0
10,500,1,0.97,17825.536666666667,487.0,121311.0,121810.0
1,500,1,0.98,17970.297000000002,490.0,121245.0,121744.0
2,500,1,0.98,17844.474333333335,490.0,122157.0,122656.0
3,500,1,0.98,17893.104000000003,491.0,121729.0,122228.0
4,500,1,0.98,18108.923,491.0,121816.0,122315.0
5,500,1,0.98,17834.239,488.0,120922.0,121421.0
6,500,1,0.98,18238.827666666668,493.0,122597.0,123096.0
7,500,1,0.98,17750.09933333333,489.0,121302.0,121801.0
8,500,1,0.98,17910.855666666666,490.0,120993.0,121492.0
9,500,1,0.98,18113.38333333333,492.0,122548.0,123047.0
10,500,1,0.98,17819.531666666666,493.0,122168.0,122667.0
1,500,1,0.99,18221.959666666666,495.0,123463.0,123962.0
2,500,1,0.99,18491.931666666667,496.0,123044.0,123543.0
3,500,1,0.99,18333.268,496.0,122836.0,123335.0
4,500,1,0.99,18090.658333333333,490.0,122346.0,122845.0
5,500,1,0.99,18364.107333333333,499.0,123770.0,124269.0
6,500,1,0.99,18233.31,496.0,123134.0,123633.0
7,500,1,0.99,18366.628333333338,496.0,123225.0,123724.0
8,500,1,0.99,18334.589333333333,497.0,123662.0,124161.0
9,500,1,0.99,18206.935999999998,494.0,122410.0,122909.0
10,500,1,0.99,18330.342333333334,495.0,122658.0,123157.0
